"","term","contrast","null.value","estimate","conf.low","conf.high","adj.p.value"
"1","group","Point_Concepcion-Isla_Vista",0,0.0436993908434594,-0.431886288506458,0.519285070193377,0.99998889281607
"2","group","San_Miguel_Island-Isla_Vista",0,0.0835145431145259,-0.341862220146208,0.50889130637526,0.998252220139142
"3","group","Santa_Barbara-Isla_Vista",0,0.00593902789317624,-0.419437735367557,0.43131579115391,0.999999999977721
"4","group","Santa_Catalina_Island-Isla_Vista",0,0.101153195111879,-0.246165477696612,0.448471867920371,0.981048721562027
"5","group","Santa_Cruz_Island-Isla_Vista",0,0.133671176371536,-0.213647496436955,0.480989849180028,0.917857486538614
"6","group","Santa_Monica-Isla_Vista",0,0.00204908255230452,-0.423327680708429,0.427425845813038,1
"7","group","Santa_Rosa_Island-Isla_Vista",0,0.141456310598606,-0.186318498899155,0.469231120096366,0.861047333836614
"8","group","San_Miguel_Island-Point_Concepcion",0,0.0398151522710665,-0.435770527078851,0.515400831620984,0.999994138381042
"9","group","Santa_Barbara-Point_Concepcion",0,-0.0377603629502831,-0.513346042300201,0.437825316399635,0.999995930039405
"10","group","Santa_Catalina_Island-Point_Concepcion",0,0.05745380426842,-0.349813439887057,0.464721048423897,0.99979764296206
"11","group","Santa_Cruz_Island-Point_Concepcion",0,0.0899717855280771,-0.3172954586274,0.497239029683554,0.996334667373707
"12","group","Santa_Monica-Point_Concepcion",0,-0.0416503082911548,-0.517235987641073,0.433935371058763,0.999992010577273
"13","group","Santa_Rosa_Island-Point_Concepcion",0,0.0977569197551464,-0.292976587154407,0.4884904266647,0.992178623997731
"14","group","Santa_Barbara-San_Miguel_Island",0,-0.0775755152213496,-0.502952278482083,0.347801248039384,0.998909837239262
"15","group","Santa_Catalina_Island-San_Miguel_Island",0,0.0176386519973535,-0.329680020811138,0.364957324805845,0.999999815844051
"16","group","Santa_Cruz_Island-San_Miguel_Island",0,0.0501566332570106,-0.297162039551481,0.397475306065502,0.999763567602525
"17","group","Santa_Monica-San_Miguel_Island",0,-0.0814654605622214,-0.506842223822955,0.343911302698512,0.998508027187591
"18","group","Santa_Rosa_Island-San_Miguel_Island",0,0.0579417674840799,-0.269833042013681,0.385716576981841,0.99910853828076
"19","group","Santa_Catalina_Island-Santa_Barbara",0,0.0952141672187031,-0.252104505589789,0.442532840027195,0.986597789363341
"20","group","Santa_Cruz_Island-Santa_Barbara",0,0.12773214847836,-0.219586524330132,0.475050821286852,0.934233310695942
"21","group","Santa_Monica-Santa_Barbara",0,-0.00388994534087173,-0.429266708601605,0.421486817919862,0.999999999998945
"22","group","Santa_Rosa_Island-Santa_Barbara",0,0.13551728270543,-0.192257526792331,0.46329209220319,0.885181881392981
"23","group","Santa_Cruz_Island-Santa_Catalina_Island",0,0.0325179812596571,-0.213073407515939,0.278109370035253,0.999867496622332
"24","group","Santa_Monica-Santa_Catalina_Island",0,-0.0991041125595749,-0.446422785368067,0.248214560248917,0.983128153578387
"25","group","Santa_Rosa_Island-Santa_Catalina_Island",0,0.0403031154867264,-0.176771055018581,0.257377285992034,0.998776744421611
"26","group","Santa_Monica-Santa_Cruz_Island",0,-0.131622093819232,-0.478940766627724,0.21569657898926,0.923773698286084
"27","group","Santa_Rosa_Island-Santa_Cruz_Island",0,0.00778513422706928,-0.209289036278238,0.224859304732377,0.999999983686975
"28","group","Santa_Rosa_Island-Santa_Monica",0,0.139407228046301,-0.18836758145146,0.467182037544062,0.869668420523911
